latitude,longitude,rating
38.9035918,-77.2620485,3.6
40.9557346,-74.0745556,4.2
40.8647528,-75.7377499,0
37.745343,-97.247207,3.9
40.617741,-74.0337976,0
11.0415653,-63.8700707,0
35.0684319,-106.5297568,4.5
40.669128,-74.2024055,0
38.905426,-77.0573654,2
40.649615,-73.930513,0
42.3309008,-73.2819629,4
33.809454,-117.9236786,0
35.0176058,-97.9339777,3.6
29.75425,-95.362575,0
40.5827543,-84.2064286,5
33.0648834,-116.865994,0
32.9760294,-96.7386946,0
32.7413314,-97.4372336,0
30.9448319,-95.9082563,0
40.2568676,-75.2667391,3.9
40.2305363,-104.0727278,0
39.1059939,-77.5391577,0
40.8074378,-73.913314,3.8
26.121013,-98.198896,0
40.79797,-73.670126,3.5
40.6766052,-73.9111189,0
30.4291899,-97.7455728,0
35.0153174,-97.9354353,3
35.4491744,-97.3914897,4.3
26.1944139,-80.23659,4
40.6894305,-73.7209811,0
31.4502928,-98.5704454,0
40.714414,-73.764214,3.6
33.0932581,-98.5896872,4
40.1616828,-79.032897,0
39.351926,-76.6840095,2.9
27.731645,-97.449037,0
40.834441,-74.225465,4.1
25.9785345,-80.1406192,0
32.8222645,-117.1019973,4.5
32.307243,-95.4804531,4.2
40.4315015,-111.8504697,3.8
30.2634709,-97.8414414,0
32.7581623,-97.8058414,0
40.3357096,-75.9265429,4.7
41.120502,-73.765524,0
40.7062256,-73.8970653,0
38.8999767,-76.9869053,4.3
27.7473214,-97.3828843,4.6
40.7596424,-73.9783362,3.9
40.908807,-73.878683,3.9
33.8185023,-118.0601277,4.2
33.3771903,-111.9520135,3.9
40.4637228,-75.1575766,3.9
29.3700768,-98.739374,4.3
37.29165,-100.3401382,5
29.5350372,-95.7713452,0
37.690077,-97.339262,4.8
10.3513996,-67.0126531,3.2
41.3070061,-112.0282383,3.8
29.9542363,-95.6710769,0
39.152775,-74.759198,0
31.739611,-98.951188,0
41.262579,-95.701526,3
33.7094609,-117.9886211,4.6
39.6686331,-74.9741542,0
32.4621396,-97.8095439,3.8
40.5967309,-73.9612708,4.6
38.9188497,-78.2038458,0
33.0190455,-96.8481624,0
33.1899106,-96.5480474,0
38.263634,39.75809,1.99
40.3150435,-74.6614249,0
40.7385751,-74.0014652,4.6
33.4471745,-79.1219951,3.9
40.733535,-73.8626236,0
40.7195441,-73.8601186,0
36.4335799,-99.3879494,5
32.940235,-96.735769,4.4
32.012123,-97.34397,0
33.5939842,-117.2424106,3.7
26.363162,-80.088539,0
40.7599963,-74.1510887,0
40.855772,-73.9777242,4.7
41.1323425,-73.794725,0
10.6624844,-61.5167561,4.3
40.6412105,-73.9691263,4.6
25.9893641,-80.1272679,0
36.1021752,-81.9862118,3
25.9315343,-80.1351899,0
32.387427,-106.7064844,3.8
26.8497904,-80.0943932,0
41.0201375,-73.634613,0
38.9880635,-74.8159892,3.7
25.7950097,-80.2241615,4
40.8936898,-73.8577617,0
30.1251422,-95.4449161,0
40.1863904,-80.2571645,0
30.4172038,-97.7041227,4.1
30.3324955,-97.7052638,3.4
40.1741162,-105.1033513,4.6
33.1455066,-117.1498212,4.6
38.9336771,-74.9236531,4.3
41.287071,-96.05432,3.8
32.818795,-117.178497,4.5
30.3175595,-97.8638222,4.3
26.353288,-80.164545,0
40.8661232,-72.5492421,0
29.872615,-97.94004,2.8
41.8939318,-72.4603594,3.9
30.0218362,-95.5248055,4.7
30.1280205,-95.4415439,5
31.7849926,-106.4609201,4.5
39.7595078,-74.246603,4.5
40.6747255,-73.8071634,0
40.6706367,-75.3462411,4.2
38.942016,-77.024776,5
33.8711426,-78.6093925,4.5
39.7088818,-104.9281514,3.8
32.7626654,-96.8957098,3.5
32.7823497,-79.9315774,4.4
26.4553813,-80.0683264,0
31.8640703,-102.3303573,0
29.6278493,-95.5628692,4.8
40.8800115,-74.0531965,3.9
33.74542,-118.2918764,0
38.8550225,-77.050467,0
28.7638126,-95.9428906,0
48.91339,-103.295448,2
27.7446636,-97.3797136,4.2
40.775819,-73.4653639,4.5
39.1873539,-96.612169,3.7
30.313886,-97.664163,3
26.2717297,-80.1988152,0
32.9814231,-117.0751331,4.7
33.8592887,-117.9247617,3
33.5973251,-117.6565375,3.8
40.3682426,-75.071518,0
32.7356654,-101.9572827,0
26.3672776,-80.1747587,0
40.7049883,-73.9254028,0
40.6970596,-73.9698828,0
40.709242,-73.747072,0
40.0781661,-75.3100813,0
35.115783,-106.5861591,3.9
44.0316025,-70.3550647,3.7
33.5943012,-117.6785378,3.9
40.5827543,-84.2064286,5
33.7508535,-84.7227501,3
43.0987768,-96.1854113,4
40.4007738,-79.859522,0
31.8973713,-98.5903443,0
32.9454316,-80.0440298,0
27.7692368,-97.4070815,4.8
26.0739503,-97.2267122,3
26.20958,-98.162698,0
41.2114086,-76.7580397,3.9
40.6412105,-73.9691263,4.6
41.0241645,-73.625044,4.1
45.03464,-99.1343392,3.9
26.183979,-97.72104,4.2
40.7984641,-77.8558293,3.9
38.8309779,-77.2012749,4.1
31.4771633,-97.2038908,3.7
32.8339212,-96.6348802,3.6
26.4370593,-80.0850989,3.9
27.905995,-97.143215,0
42.1066231,-70.7458646,4.4
39.9672332,-75.1749022,4.5
40.7307887,-73.9576058,3.8
40.9071193,-73.7844565,0
40.5111841,-79.9475235,3.4
41.1908699,-73.1878279,0
26.3631464,-80.0885429,0
40.6867064,-74.1808526,0
39.746142,-104.993923,3.2
40.6831681,-73.3493955,3.8
32.3023072,-95.3014176,3.2
38.8454514,-76.997472,0
43.1343303,-70.9263225,4.6
32.9408214,-97.0779933,4.6
32.745531,-96.7989758,0
33.870588,-98.540246,3.9
31.4564731,-100.434742,0
40.7888605,-73.9485611,4.6
39.4041925,-76.9529922,3.9
40.7028369,-73.9897707,0
40.7208854,-73.7612229,3.6
35.3128206,-83.1795687,2
32.484069,-110.9204967,0
39.03605,-77.4083202,4.2
40.9042904,-80.0472545,0
40.7856484,-73.8558003,0
26.3096442,-98.1613801,0
42.09896,-73.2321149,2
41.0174972,-73.9443433,0
26.0125041,-80.1482704,0
10.7928936,-71.6822459,0
29.7765744,-95.4098251,4
25.9965552,-80.1632451,0
40.447084,-74.93089,0
41.0903243,-112.0696819,0
40.8846298,-74.5550033,0
36.6200352,-88.3144289,2
26.6504122,-80.2368147,3.7
40.885646,-74.5455771,4.5
40.0798987,-74.0839164,0
33.827603,-78.6798937,3.5
38.9284958,-77.0540745,3
29.9379325,-95.3724512,0
35.1435782,-106.5935321,3.9
25.9315343,-80.1351899,0
48.20916,-101.318932,3.2
32.9646967,-102.8314526,3
36.6422975,-87.4358357,2
29.1631386,-97.5672878,0
26.3381426,-98.166276,4.3
40.7687716,-111.9036057,4.6
41.010608,-72.4857719,3.4
32.3869198,-106.7175436,3
32.2518991,-106.7757207,3
29.3554621,-100.8931553,4.4
43.1347849,-70.9261623,4.7
33.8476393,-117.540684,4.1
40.9059141,-73.7855496,4.9
46.4413408,-97.6817431,3.5
43.0987768,-96.1854113,4
41.2615501,-96.1590941,0
29.4618205,-98.621779,2.9
39.7485546,-105.0537232,3.8
38.9105075,-77.0092893,1
32.7537122,-97.3302401,3.8
38.8894897,-107.9498456,0
41.2602004,-72.8734434,4
40.13338,-75.821414,0
40.7423018,-73.918068,3.7
40.041758,-75.026101,2.2
44.468594,-73.214249,4.8
40.6745309,-73.9499306,3.8
40.9564329,-74.992994,0
30.623324,-94.946992,0
37.9790266,-101.744384,2
41.6737276,-71.8518072,4.6
40.9599105,-73.9892547,0
10.5834028,-71.6495638,0
40.056803,-111.750786,0
39.411974,-76.7795918,3.9
39.333338,-94.23414,4
41.0946885,-73.4142845,4.1
33.6261101,-117.7263705,0
33.1073948,-96.806475,0
42.9824613,-96.1423138,2
40.0477674,-74.8429507,3.3
40.7173687,-73.7384839,4.4
47.3133561,-98.1801784,4
26.3214817,-80.2038323,4.5
39.0896567,-78.1496078,4.4
40.2852402,-76.6521021,0
25.766639,-80.19255,3.9
37.062675,-88.640823,3
10.4940282,-66.879247,0
38.9345657,-77.1764687,0
29.76126,-95.3624789,3.5
26.2175891,-98.228183,0
29.7398309,-95.4190325,4.1
40.1654255,-105.1029414,4.2
26.1951183,-97.6788546,4.1
33.7838413,-118.1995573,0
32.8063857,-96.6820566,2.3
40.6326931,-74.1470029,0
41.0059951,-74.2900591,3.3
33.0197917,-80.174847,0
38.075775,30.460676,4.444
40.6374128,-74.0310952,0
40.7357149,-74.1364863,0
39.1971842,-94.5869676,4.2
23.7505864,111.9714838,3.4
40.4878318,-75.2424691,0
40.6499164,-73.9305225,4.7
40.0030001,-75.2214887,0
33.9161876,-117.8859052,3.3
26.1951183,-97.6788546,4.1
32.7467367,-101.9515906,4
30.148762,-95.770089,0
39.777712,-105.082055,3.9
29.426996,-98.572491,0
40.1819992,-80.2636664,0
41.033307,-73.764233,3
18.436224,-66.406152,4.4
42.2782398,-71.7110542,3.2
38.9128288,-77.0197526,4.444
40.4131233,-79.5703201,0
42.3489694,-71.038618,3.7
29.802918,-95.493758,0
27.7522236,-97.4195399,2.9
32.2745284,-106.795189,0
38.8670204,-77.0724486,2.2
29.7537395,-95.3732301,0
29.3071566,-94.7892681,4.8
40.6258155,-97.7296588,0
39.757288,-77.8227687,0
39.57663,-104.881824,4
41.0357978,-107.6575694,0
40.61355,-75.4770621,0
33.8221873,-116.518173,0
39.914815,-75.167706,0
26.1945372,-98.2682703,3.8
30.2534837,-97.6816414,0
38.9086904,-94.6682884,2.9
33.9106985,-78.1057502,4.1
38.9656017,-76.9193937,4.2
26.808836,-80.08418,3.2
38.9896794,-74.8053456,0
31.6285633,-96.2719925,0
31.3516799,-94.6621105,0
23.031347,116.30794,3
31.533707,-97.1907333,3.7
40.3028316,-76.8449926,4.7
41.230942,-95.948432,3.7
39.048226,-76.120113,0
28.0238825,-97.0506226,4.2
39.6162674,-105.0895322,3.8
48.1228407,-98.8891564,5
40.5133406,-111.4141419,0
40.655595,-74.0055343,0
40.9588972,-73.8203787,4.2
38.928855,-94.7404894,3.9
1.2759989,103.8415869,4.6
27.7132832,-97.3722851,0
37.6951614,-88.0200981,3
29.5932145,-98.6109234,4.4
40.5239221,-104.8513694,4
40.7452587,-73.905525,4.2
37.562016,-97.2452287,3.6
48.1466122,-103.6226064,4.8
26.363162,-80.088539,0
32.3869198,-106.7175436,3
39.906793,30.039134,4
28.6992315,-100.4850295,4.2
29.371103,-98.2881,4.5
40.8047591,-73.9523267,3.7
30.0820851,-95.4685015,4.7
32.8436774,-97.1432636,3.4
40.0491,-74.7162,0
40.7895562,-77.0851442,0
10.5196682,-67.5449427,0
38.8263478,-104.7580416,4.3
39.7373275,-104.9991509,1.7
32.7890951,-79.9371927,4.7
32.890512,-97.0357786,3.8
33.1648493,-117.1587918,0
32.3509718,-98.0214261,0
43.2997143,-73.6353958,3.2
40.7563901,-74.9879613,0
32.789775,-97.367936,0
33.6384005,-111.9795246,0
26.2845213,-80.1871988,4.3
33.2163106,-97.111166,3.8
40.5286323,-80.0071353,4.3
40.4274021,-79.9686708,4
30.9313883,-97.2256765,0
41.228075,-96.137879,3.7
32.9416909,-80.0463539,4.2
42.9566177,-71.4780121,3.9
33.8595787,-118.1181684,4.4
40.701728,-73.936646,0
32.006293,-101.53028,0
32.7354284,-97.1455816,0
38.8722684,-99.3291799,0
30.2276722,-95.518814,0
38.987933,-74.8126971,3
39.7254522,-104.9530372,4.2
25.9279625,-80.1965074,0
40.7664798,-73.9652536,0
31.4896523,-97.1217936,0
26.2225595,-98.2260413,4.9
32.656588,-79.9412706,3.9
32.9537147,-96.853517,0
26.4107572,-80.124164,0
26.1716469,-97.9905179,3.7
30.1283488,-95.4552856,4.4
40.7094565,-73.8990757,3.9
26.6784198,-80.1120197,0
30.16001,-97.790466,3.3
39.168723,-75.7132641,0
38.3105057,-104.6133835,3.8
40.550573,-105.059111,4.9
39.0273577,-94.5836724,4.6
40.9336903,-72.3105297,4.4
33.7483001,-117.9370004,4.2
40.7139792,-73.9194651,3.8
39.6143949,-104.9025821,0
32.7207675,-117.2286141,4.2
40.8517264,-73.9720801,4.4
1.3128978,103.8372776,4.5
33.6646321,-117.9804459,4.3
40.2175108,-75.2928739,3.7
31.1179965,-97.7291276,4.3
40.1149603,-75.3465809,3.5
26.1892809,-80.1475146,0
40.7267074,-73.9772537,4
40.1654255,-105.1029414,4.2
39.3184886,-77.6143729,0
41.1588718,-101.0035321,0
40.7689631,-74.0396509,0
39.8442468,-105.082413,4
32.9869321,-97.2365424,4.6
30.951447,-95.3753221,0
32.8758001,-96.8950403,0
38.7931247,-89.9964473,5
40.351568,-74.405875,3.6
33.0369192,-97.0639888,0
42.3050637,-71.1145405,4
30.8440574,-97.7875148,4.4
33.868966,-111.930849,0
40.448901,-80.174548,4.1
40.2702259,-76.8652357,0
29.7451858,-95.4605302,0
39.0356257,-77.4100153,3.1
36.8950505,-104.442149,3.7
39.6871918,-79.1055945,0
33.5829481,-101.8625639,0
32.6689548,-114.4951313,3.6
29.5226663,-96.9126995,0
40.7931524,-73.9751079,0
40.774381,-73.527658,3.9
39.2727924,-76.7320191,3.9
32.9403864,-97.1194179,4.2
29.9017947,-95.5536499,4.3
26.3187489,-80.1048341,0
31.9024863,-106.4224713,3.8
26.113515,-80.171155,0
32.6779228,-97.0429605,3.5
39.132868,-76.237371,0
32.9250848,-97.1080176,4.7
42.446274,-96.353848,4
26.223026,-98.2259654,4.7
40.6342711,-74.2669199,4.7
39.042017,-77.521418,4.3
26.311383,-80.152161,0
35.5389769,-97.5661167,2.9
40.743685,-73.981458,4.1
41.094677,-73.413139,0
39.2632243,-78.5348074,0
41.662555,-70.941041,3.8
37.0857542,-88.6464524,3
39.78286,-94.850433,4
22.6034803,112.0042122,4.4
31.9387027,-97.0673117,0
32.8406459,-109.7392967,0
39.7808046,-79.0405295,0
26.926628,-80.0966582,0
39.9029357,-74.833544,4.9
30.1760888,-97.5269907,0
40.7531799,-73.9887566,4
40.745607,-73.9998883,4
29.7522678,-95.3768811,0
38.9284958,-77.0540745,4.1
25.7354878,-80.248991,2.8
33.727711,-117.9194401,0
33.1071667,-98.5810891,4.6
38.9137457,-77.0163743,2
35.1789874,-101.8125587,3.8
40.0555429,-75.1412891,0
29.6810714,-97.6470916,0
40.864401,-75.7368731,3.8
32.869631,-97.1712752,3.8
32.8575059,-97.0027028,3
40.2105729,-74.746959,0
40.6745919,-73.807005,0
39.7993446,-104.9806954,0
39.7252992,-104.9870626,3.7
42.2042364,-73.3471784,2
33.8094196,-117.9236519,3.8
32.9541333,-96.6120574,3.4
43.3660476,-70.4317029,4.3
40.686912,-76.829573,0
38.837835,-76.945402,0
40.749674,-73.885374,4.3
33.7834392,-78.7744655,0
30.6518295,-97.8691337,0
40.7016792,-73.8821937,0
32.514228,-94.768402,0
40.4079707,-74.9815362,4.2
11.6448572,-70.2018126,4.4
40.784224,-73.9778739,4.1
39.2769151,-76.6144987,4.3
32.898813,-96.958028,4.1
26.7536918,-80.0736335,2.7
33.6245841,-97.1329685,4.6
26.2122875,-98.3507225,0
35.2350607,-97.4877477,4.8
32.7389422,-97.3900692,3.2
40.009066,-105.237155,0
39.0405061,-94.6390199,4.5
30.7505955,-99.2360986,0
39.113651,-118.3247309,0
32.799453,-117.241073,3.3
40.3022817,-79.5326028,0
29.754471,-95.3620307,4.8
40.642714,-73.957959,0
40.56594,-75.906086,0
29.7062577,-95.4812771,0
24.561005,112.426116,4.5
30.1742007,-97.524894,0
41.3116234,-73.869178,3.5
40.7455853,-73.9055371,4
38.8454514,-76.997472,1
40.2243716,-75.4017434,3.7
41.2504615,-96.1941215,0
29.7373436,-95.4671837,4.1
40.575084,-75.540564,0
27.7132832,-97.3722851,0
40.7182963,-73.9434483,4.1
33.507412,-117.158358,0
39.928699,-75.228172,3.2
42.5109101,-96.420156,2
32.786878,-96.795776,4.2
26.091365,-80.19985,0
40.7280404,-73.8920195,3.7
33.6309556,-112.0288957,2.7
33.8806836,-118.1250945,4.1
29.8722601,-95.3846304,4.6
33.9284243,-116.9774756,4.3
33.798671,-84.7556499,2
35.1435782,-106.5935321,3.9
32.783005,-79.9335872,4.2
26.0987793,-98.2204771,3.9
39.5423221,-104.9460322,4.5
38.8517087,-77.0413128,3.8
39.4448113,-77.9865452,3.9
31.8883508,-102.3557978,0
30.14606,-96.3968122,3.8
40.7482064,-73.9933293,3.3
27.7692368,-97.4070815,4.8
39.7454537,-105.0247669,2.6
40.751058,-73.98912,3.8
32.742153,-96.666061,0
39.3529785,-112.5629234,0
32.8013563,-96.7857797,0
29.7148943,-95.4146913,4.1
39.928079,-75.2303115,4.3
30.142019,-96.0140861,0
40.87949,-72.9623081,4.3
32.357845,-95.310779,0
33.6496334,-117.8396513,4.6
40.742687,-73.6408894,4.2
36.8117604,-97.2903235,2.9
32.2976404,-95.350331,0
40.8236023,-73.9381438,3.8
26.3289588,-80.2036815,4.6
29.35663,-98.8781664,0
40.7078099,-73.1893868,4.1
29.4389026,-98.6561912,3.4
40.4427537,-75.3544265,0
42.293665,-71.774404,4.2
42.4094981,-73.2651009,3
41.7077407,-72.7013153,3.7
32.2922273,-95.356752,0
30.073426,-99.220587,4.2
40.7455853,-73.9055371,4
26.028186,-80.168886,0
40.6614165,-73.9605224,4.7
36.6422975,-87.4358357,2
40.8378474,-73.6332459,4
40.0112984,-78.3735807,0
33.7126632,-78.8601958,0
39.9757199,-76.6808604,3.8
40.6092426,-111.958165,3.8
39.7294427,-75.5617526,4.2
38.4783578,-100.9041889,2
40.6917817,-73.7612392,0
40.61522,-75.477608,0
33.916115,-117.8863127,4
32.9389903,-96.8479006,0
31.0705584,-97.3669661,0
40.2107568,-103.9242841,0
32.2143951,-110.957649,0
31.8363055,-106.5509714,3.4
39.518722,-104.770412,3.7
33.4036558,-112.0086666,0
40.98038,-76.0173214,3.5
26.8820574,-80.1096101,0
38.915064,-97.2158108,4.2
28.2605598,-97.9443066,0
26.223026,-98.2259654,4.7
40.74379,-73.979089,4.1
30.381286,-96.084114,0
33.7619925,-78.9725579,0
32.748723,-117.158549,4.1
21.981408,110.94572,3.7
33.8971554,-118.0082677,4.2
40.698817,-73.9192743,4.6
42.0822295,-70.9469361,3.7
26.2686965,-80.1540592,0
29.8563654,-95.6448272,0
43.330575,-73.671496,3.7
32.9591509,-96.6820683,4.4
30.3294227,-97.9648324,4.1
40.8640786,-73.9620099,4.5
40.8100636,-74.3747336,3.9
32.833955,-97.346735,0
40.6326564,-74.0120158,0
40.810761,-73.873713,0
44.4489201,-73.2080011,3.5
40.7235897,-73.9505016,4.9
39.9726995,-105.0882157,3.5
40.756309,-73.9907091,0
39.5609641,-76.371178,4.6
41.2935478,-72.9205109,4.7
26.205898,-98.2458967,0
41.307117,-112.02824,0
41.5333508,-72.8046513,4.9
39.9726995,-105.0882157,3.5
48.2373016,-101.2511947,3
32.5059544,-94.782967,0
26.3700815,-80.1280413,0
40.1598994,-111.6429537,2.7
36.6981406,-101.4838564,2
10.4799655,-66.9405555,4.3
37.0857542,-88.6464524,3
10.698996,-71.6200836,0
40.7428323,-73.6409516,4.6
42.3628464,-71.3690999,4.5
41.6169296,-70.4891743,4
39.6812482,-104.8654603,4
40.999125,-73.941324,0
26.3381426,-98.166276,4.3
39.292423,-76.534664,4.5
40.8509497,-73.9699995,4.2
32.387427,-106.7064844,3.8
40.653997,-74.0044355,0
32.923803,-96.466937,0
37.114093,41.4263964,2
41.7559282,-71.4560799,4.1
41.0718845,-73.7994932,4
41.0605515,-111.9435009,0
40.2331544,-75.5294676,3.9
26.6181726,-80.1604922,4.2
40.8706652,-73.8462945,4.5
41.179197,-76.015417,0
26.1248599,-98.19579,0
39.9269718,-75.1710561,4.5
40.8141308,-96.6528253,0
40.3380684,-75.9749956,3.4
33.5842765,-112.3432452,4.6
32.5847621,-117.1201288,0
39.9516508,-75.2673947,0
32.3280298,-106.7217771,4.5
40.7608214,-73.915577,4.4
32.750048,-117.171609,4
31.8884304,-102.3552405,3
41.1025919,-74.15229,0
10.8942683,-64.0657424,4.2
37.6667797,-97.2269061,3.8
42.3634349,-71.0525668,4.4
42.2677952,-70.8524272,4.3
40.8321658,-73.9830502,4.3
32.8145465,-79.9966703,4.1
32.8097955,-116.9595192,4
40.7289316,-73.9888215,4.5
40.7747451,-73.9131694,4.3
42.3253996,-71.3995545,4
41.1327788,-73.793497,0
26.0107618,-80.1571912,0
39.168723,-75.7132641,0
40.6611434,-73.9602746,0
33.9092496,-98.5191932,0
43.6768789,-70.3665042,4.9
40.5771753,-73.964908,3.9
25.7356022,-80.2395277,4.9
29.5483645,-95.0945036,4.7
40.8517264,-73.9720801,4.4
44.9649547,-70.1627105,4.1
26.3643552,-80.100588,4.4
40.8095678,-96.689859,2.9
40.788797,-73.948621,4.7
40.131499,-104.9915631,0
32.7144708,-97.2635646,3.4
39.982797,-76.735476,4.2
30.8148473,-95.104267,0
38.075775,-157.8302187,4.444
39.3073482,-75.6084893,0
39.976699,-104.751251,0
47.802904,-103.2829348,1
21.9306117,112.6153994,4.6
39.7418749,-105.5149899,4.4
32.7291752,-94.943827,4.4
33.6419867,-97.135668,0
39.7799767,-105.2331439,4.5
32.9118352,-117.1112742,4.8
40.574333,-105.100145,3.5
28.840781,-96.9999329,3.5
30.81961,-97.610786,0
11.9477627,-69.9206802,4.5
40.0002968,-75.1295164,0
40.8627438,-73.8962428,0
41.063837,-73.8138571,4.4
33.637728,-112.230919,3.2
31.765222,-97.288511,0
42.5420944,-96.3586445,2
32.512203,-97.436156,0
32.7714559,-117.0696175,0
41.0571062,-74.750783,0
27.6957584,-97.3478767,3
10.676907,-61.521899,0
40.7208854,-73.7612229,3.6
33.300841,-111.898801,3.8
39.7023002,-104.8264154,0
26.3289588,-80.2036815,4.6
26.010412,-80.1461967,0
32.0085849,-102.152796,0
37.816643,-96.886163,4.4
10.9966758,-63.8002212,4.5
40.7525325,-73.9733874,4
40.256184,-74.041454,3.6
33.6807335,-117.9064114,4
30.2687514,-98.8639871,3.8
36.4335799,-99.3879494,5
40.1190489,-75.292467,0
40.8032665,-80.1359775,0
40.6212381,-79.724246,3.7
48.102149,-98.8482345,2
25.318419,113.7415401,1.2
26.2953375,-98.0734668,3.1
26.363162,-80.088539,0
27.724039,-97.4059669,0
40.4101651,-74.0409781,3.3
32.8956642,-96.6431643,3.8
40.178531,-75.226283,0
31.07903,-97.45731,0
26.959375,-80.09923,0
39.7181885,-74.9676243,4.9
32.8382607,-96.9758162,0
39.906793,30.039134,4
39.368342,-74.850674,0
32.919853,-107.569574,0
30.712692,-95.5514969,4.8
33.628628,-96.421275,3.4
40.623487,-73.7217303,4.2
29.9486347,-95.4176453,0
29.732926,-95.5907955,3.1
40.610518,-77.8938482,0
40.6865807,-73.652176,0
37.6373262,-97.3701329,4.1
38.849689,-76.924352,3.4
40.7359822,-73.7464147,4.3
33.233392,-97.176021,0
33.0177921,-96.6878283,4.1
32.8034441,-79.9538337,0
31.9309829,-96.923739,0
41.1827927,-112.0251518,3.4
42.521763,-70.893295,4.2
40.8158296,-73.9075918,0
40.582127,-75.520796,3.4
29.7890952,-95.1537825,3.5
39.9534887,-75.2183139,3.2
26.1612156,-80.1324368,4.1
1.2782835,103.8457238,4.5
27.7538922,-98.0597637,4.2
39.2016313,-90.3135861,3
39.615001,-76.489908,0
32.8692621,-97.1719419,4
30.2687514,-98.8639871,3.8
40.8098794,-73.87261,0
41.1786347,-73.1922803,4
29.5737959,-95.6828256,4.5
43.0561232,-71.4400964,3.3
39.96745,-75.139733,4.6
39.884464,-104.9491462,3.4
40.8760632,-74.3814056,4.4
40.69962,-73.666205,0
33.8408421,-116.4767391,0
40.3595022,-74.0844236,0
26.3862776,-97.7913389,0
43.1343303,-70.9263225,4.6
38.8556513,-77.1408945,0
26.1487318,-98.2566189,0
32.385317,-106.7168876,2.9
32.9198352,-96.5154705,3.9
38.8840997,-90.1107226,4
41.0385909,-111.937904,3
38.8463833,-77.3064099,4
40.7674967,-73.8708469,0
40.701741,-73.9366089,4.4
40.7074884,-73.6737959,4.3
38.883244,-94.808673,3.7
41.1729588,-96.0948193,0
43.8408503,-70.4434761,4.2
39.9201506,-75.6899278,4.7
39.3219094,-76.4519545,0
40.3692283,-78.287769,0
26.1945372,-98.2682703,3.8
33.2163106,-97.111166,3.8
41.5375537,-73.8997385,3.4
42.784991,-96.1780066,1
40.9146428,-74.0575399,0
41.192376,-75.984798,0
40.7175084,-111.9404342,3.1
33.6522474,-117.9186505,3.9
42.350882,-71.1276235,4.1
35.660478,-105.963167,2.9
40.6734473,-73.9571974,4.5
39.278966,-74.5779897,3
41.0615443,-73.5377011,4.2
35.6376326,-106.0295666,3.7
29.703221,-95.5742972,0
40.7369398,-73.8596741,0
33.4550073,-112.0844347,4.4
40.327502,-79.6177793,4.5
25.9785345,-80.1406192,0
38.8269195,-97.6313875,4.2
39.8276514,-75.2546684,4.6
26.1193829,-80.2023263,4.1
40.6052653,-73.9973602,0
40.86388,-73.962049,3.8
40.102463,-75.824913,4.1
30.7475859,-99.2305026,4.9
41.259172,-95.93518,0
33.628628,-96.421275,3.4
40.6279845,-74.2725127,0
41.0910031,-73.9202776,4.4
35.2274502,-101.8468871,4.7
39.7066738,-104.92133,3.8
32.8741776,-111.7485322,0
32.6588122,-117.0915188,2.5
32.7565452,-96.7533159,3.8
41.4215458,-72.8402776,4.4
26.3631424,-80.0885403,4.2
32.8950342,-96.8902688,4.1
30.4399698,-98.0214036,4.4
33.4510001,-112.3397261,3.3
29.7573038,-95.3651766,2.8
25.7961095,-80.2371522,0
40.7660491,-73.9794395,4.2
33.4956826,-117.1614076,0
41.2115422,-96.0809371,0
40.7441757,-73.9748718,3.8
